Sequences re-analyzed from Wang et al. 2010 doi: 10.1007/s12275-010-0151-5,,,,,,,
WS0902 nodule,JX226342.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226344.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226345.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226346.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226347.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226348.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226349.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226350.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226351.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226352.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226353.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226354.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226355.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226356.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226357.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226358.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226360.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226361.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226362.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226363.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226364.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226365.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226366.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226367.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226368.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226370.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226371.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226372.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226373.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226374.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226375.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226377.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226378.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226379.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226380.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226381.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226382.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226384.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226385.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226386.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226387.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226388.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226389.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226390.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226391.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226392.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226393.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226394.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226395.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226396.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226397.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226398.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226399.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226401.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226402.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226403.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226405.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226406.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226407.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226409.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226410.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226411.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226412.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226413.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226414.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226415.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226416.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226417.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226418.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226419.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226314.1,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Woesearchaeales_fa,Woesearchaeales_ge
WS0902 nodule,JX226324.1,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Woesearchaeales_fa,Woesearchaeales_ge
WS0902 nodule,JX226337.1,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Woesearchaeales_fa,Woesearchaeales_ge
WS0902 nodule,JX226343.1,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Woesearchaeales_fa,Woesearchaeales_ge
WS0902 nodule,JX226369.1,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Woesearchaeales_fa,Woesearchaeales_ge
WS0902 nodule,JX226376.1,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Woesearchaeales_fa,Woesearchaeales_ge
WS0902 nodule,JX226400.1,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Woesearchaeales_fa,Woesearchaeales_ge
WS0902 nodule,JX226383.1,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Woesearchaeales_unclassified,Woesearchaeales_unclassified
WS0902 nodule,JX227226.1,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup_13,Subgroup_13_fa,Subgroup_13_ge
WS0902 nodule,JX227159.1,Bacteria,Acidobacteriota,AT-s3-28,AT-s3-28_or,AT-s3-28_fa,AT-s3-28_ge
WS0902 nodule,JX227198.1,Bacteria,Acidobacteriota,Subgroup_21,Subgroup_21_or,Subgroup_21_fa,Subgroup_21_ge
WS0902 nodule,JX227252.1,Bacteria,Acidobacteriota,Subgroup_21,Subgroup_21_or,Subgroup_21_fa,Subgroup_21_ge
WS0902 nodule,JX227092.1,Bacteria,Acidobacteriota,Subgroup_22,Subgroup_22_or,Subgroup_22_fa,Subgroup_22_ge
WS0902 nodule,JX227273.1,Bacteria,Acidobacteriota,Subgroup_22,Subgroup_22_or,Subgroup_22_fa,Subgroup_22_ge
WS0902 nodule,JX227171.1,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,Subgroup_17_fa,Subgroup_17_ge
WS0902 nodule,JX227238.1,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,Subgroup_17_fa,Subgroup_17_ge
WS0902 nodule,JX227162.1,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured_ge
WS0902 nodule,JX227119.1,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,uncultured,uncultured_ge
WS0902 nodule,JX227188.1,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,uncultured,uncultured_ge
WS0902 nodule,JX227258.1,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,uncultured,uncultured_ge
WS0902 nodule,JX227212.1,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
WS0902 nodule,JX227225.1,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
WS0902 nodule,JX227207.1,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured
WS0902 nodule,JX227163.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured
WS0902 nodule,JX227078.1,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,uncultured
WS0902 nodule,JX227138.1,Bacteria,Chloroflexi,Dehalococcoidia,S085,S085_fa,S085_ge
WS0902 nodule,JX227061.1,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade_fa,SAR202_clade_ge
WS0902 nodule,JX227125.1,Bacteria,Cyanobacteria,Sericytochromatia,Sericytochromatia_or,Sericytochromatia_fa,Sericytochromatia_ge
WS0902 nodule,JX227062.1,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,Dadabacteriales_fa,Dadabacteriales_ge
WS0902 nodule,JX227199.1,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,Dadabacteriales_fa,Dadabacteriales_ge
WS0902 nodule,JX227052.1,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,Vermiphilaceae_ge
WS0902 nodule,JX227263.1,Bacteria,Desulfobacterota,uncultured,uncultured_or,uncultured_fa,uncultured_ge
WS0902 nodule,JX227235.1,Bacteria,Elusimicrobiota,Lineage_IIc,Lineage_IIc_or,Lineage_IIc_fa,Lineage_IIc_ge
WS0902 nodule,JX227041.1,Bacteria,Marinimicrobia_(SAR406_clade,Marinimicrobia_(SAR406_clade,Marinimicrobia_(SAR406_clade,Marinimicrobia_(SAR406_clade,Marinimicrobia_(SAR406_clade
WS0902 nodule,JX227098.1,Bacteria,Marinimicrobia_(SAR406_clade,Marinimicrobia_(SAR406_clade,Marinimicrobia_(SAR406_clade,Marinimicrobia_(SAR406_clade,Marinimicrobia_(SAR406_clade
WS0902 nodule,JX227143.1,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42
WS0902 nodule,JX227115.1,Bacteria,NB1-j,NB1-j_cl,NB1-j_or,NB1-j_fa,NB1-j_ge
WS0902 nodule,JX227156.1,Bacteria,NB1-j,NB1-j_cl,NB1-j_or,NB1-j_fa,NB1-j_ge
WS0902 nodule,JX227180.1,Bacteria,NB1-j,NB1-j_cl,NB1-j_or,NB1-j_fa,NB1-j_ge
WS0902 nodule,JX227254.1,Bacteria,NB1-j,NB1-j_cl,NB1-j_or,NB1-j_fa,NB1-j_ge
WS0902 nodule,JX227251.1,Bacteria,Nitrospinota,P9X2b3D02,P9X2b3D02_or,P9X2b3D02_fa,P9X2b3D02_ge
WS0902 nodule,JX227149.1,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
WS0902 nodule,JX227048.1,Bacteria,Planctomycetota,Phycisphaerae,C86,C86_fa,C86_ge
WS0902 nodule,JX227058.1,Bacteria,Planctomycetota,Phycisphaerae,C86,C86_fa,C86_ge
WS0902 nodule,JX227066.1,Bacteria,Planctomycetota,Phycisphaerae,C86,C86_fa,C86_ge
WS0902 nodule,JX227141.1,Bacteria,Planctomycetota,Phycisphaerae,C86,C86_fa,C86_ge
WS0902 nodule,JX227144.1,Bacteria,Planctomycetota,Phycisphaerae,C86,C86_fa,C86_ge
WS0902 nodule,JX227227.1,Bacteria,Planctomycetota,Phycisphaerae,C86,C86_fa,C86_ge
WS0902 nodule,JX227234.1,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,uncultured
WS0902 nodule,JX227042.1,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19_marine_sediment_group
WS0902 nodule,JX227151.1,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19_marine_sediment_group
WS0902 nodule,JX227186.1,Bacteria,Planctomycetota,Phycisphaerae,S-70,S-70_fa,S-70_ge
WS0902 nodule,JX227044.1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Robiginitomaculum
WS0902 nodule,JX227131.1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Robiginitomaculum
WS0902 nodule,JX227200.1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,Marinicaulis
WS0902 nodule,JX227126.1,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,uncultured,uncultured_ge
WS0902 nodule,JX227152.1,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,uncultured,uncultured_ge
WS0902 nodule,JX227202.1,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,uncultured,uncultured_ge
WS0902 nodule,JX227120.1,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Pelagibius
WS0902 nodule,JX227094.1,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,uncultured
WS0902 nodule,JX227216.1,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,uncultured
WS0902 nodule,JX227257.1,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,uncultured
WS0902 nodule,JX227272.1,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,uncultured
WS0902 nodule,JX227045.1,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas
WS0902 nodule,JX227116.1,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas
WS0902 nodule,JX227100.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured
WS0902 nodule,JX227107.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured
WS0902 nodule,JX227132.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured
WS0902 nodule,JX227168.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured
WS0902 nodule,JX227192.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured
WS0902 nodule,JX227218.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured
WS0902 nodule,JX227233.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured
WS0902 nodule,JX227241.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured
WS0902 nodule,JX227274.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured
WS0902 nodule,JX227109.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Cohaesibacter
WS0902 nodule,JX227176.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,uncultured
WS0902 nodule,JX227247.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,uncultured
WS0902 nodule,JX227047.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
WS0902 nodule,JX227065.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
WS0902 nodule,JX227073.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
WS0902 nodule,JX227085.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
WS0902 nodule,JX227097.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
WS0902 nodule,JX227114.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
WS0902 nodule,JX227129.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
WS0902 nodule,JX227158.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
WS0902 nodule,JX227170.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
WS0902 nodule,JX227197.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
WS0902 nodule,JX227213.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
WS0902 nodule,JX227246.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
WS0902 nodule,JX227248.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
WS0902 nodule,JX227269.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
WS0902 nodule,JX227112.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadales_unclassified,Alteromonadales_unclassified
WS0902 nodule,JX227190.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadales_unclassified,Alteromonadales_unclassified
WS0902 nodule,JX227244.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadales_unclassified,Alteromonadales_unclassified
WS0902 nodule,JX227038.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
WS0902 nodule,JX227039.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
WS0902 nodule,JX227043.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
WS0902 nodule,JX227046.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
WS0902 nodule,JX227049.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
WS0902 nodule,JX227050.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
WS0902 nodule,JX227054.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
WS0902 nodule,JX227055.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
WS0902 nodule,JX227056.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
WS0902 nodule,JX227057.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
WS0902 nodule,JX227059.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
WS0902 nodule,JX227060.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
WS0902 nodule,JX227063.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
WS0902 nodule,JX227064.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
WS0902 nodule,JX227068.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
WS0902 nodule,JX227069.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
WS0902 nodule,JX227070.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
WS0902 nodule,JX227071.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
WS0902 nodule,JX227072.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
WS0902 nodule,JX227074.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
WS0902 nodule,JX227075.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
WS0902 nodule,JX227076.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
WS0902 nodule,JX227079.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
WS0902 nodule,JX227080.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
WS0902 nodule,JX227082.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
WS0902 nodule,JX227084.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
WS0902 nodule,JX227086.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
WS0902 nodule,JX227087.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
WS0902 nodule,JX227089.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
